date,Exxon Mobil,Procter & Gamble,Pfizer,Walmart ,Intel,30 Day T-Bill
1/31/73,0.082857139,-0.021165919,-0.023323616,-0.141304344,0.010050251,0.00441
2/28/73,-0.046701849,-0.017241379,0.015761195,0.046413504,-0.139303476,0.004277
3/30/73,0.055944055,-0.05497076,-0.026548672,-0.266129047,0.06936416,0.00475
4/30/73,0.019867551,-0.009752476,-0.042424243,-0.016483517,0.086486489,0.005002
5/31/73,-0.014805196,-0.021329988,0.064177215,-0.016759777,-0.104477614,0.005098
6/29/73,0.049267642,0.06666667,0.116417907,-0.3125,0.13333334,0.005379
7/31/73,-0.027918782,0.092067309,0.056149732,0.586776853,0.625,0.00654
8/31/73,-0.060313325,-0.129281774,-0.057518989,-0.117708333,0.117647059,0.006855
9/28/73,0.045007031,0.005076142,-0.032345012,0.059171598,0.234817818,0.006749
10/31/73,0.017496636,0.046212122,0.086350977,0.05027933,0.144262299,0.006856
11/30/73,-0.037037037,-0.078787878,-0.118564099,-0.340425521,-0.240687683,0.005529
12/31/73,0.048746519,-0.031578947,0.005847953,-0.137096778,0.188679248,0.006961
1/31/74,-0.081009299,-0.02228261,-0.119186044,0.420560747,0.139682546,0.006274
2/28/74,-0.020520244,-0.015363129,0.01980198,-0.118421055,0.155988857,0.005819
3/29/74,-0.026905829,0.004255319,-0.03119741,-0.064179108,-0.163855419,0.005677
4/30/74,-0.050691243,0.064406782,-0.087248325,0.008,0.162824214,0.007949
5/31/74,-0.047249205,0.045333333,0.042352941,0.079365082,0.148698881,0.007235
6/28/74,-0.03275862,0.017857144,0.035460994,0.14705883,-0.148867309,0.006892
7/31/74,0.067736186,-0.044360902,-0.205479458,0,-0.448669195,0.006756
8/30/74,-0.085141905,-0.127799734,-0.148620695,-0.150641024,-0.151724145,0.00594
9/30/74,-0.126394048,-0.117824771,-0.06122449,-0.144150943,-0.390243888,0.007997
10/31/74,0.165957451,0.194520548,0.391304344,-0.123893805,0.613333344,0.005254
11/29/74,-0.061313882,-0.046109509,0.01140625,-0.191919193,-0.11570248,0.005139
12/31/74,0.029880479,-0.01510574,0.023346303,-0.050000001,-0.140186921,0.007009
1/31/75,0.13152805,0.12730062,-0.136882126,0.578947365,0.336956531,0.005387
2/28/75,0.075213678,0.032831736,0.207048461,-0.058333334,0.463414639,0.004326
3/31/75,-0.043618739,0.014569537,-0.052846715,0.418053091,0.183333337,0.004014
4/30/75,0.094594598,0,-0.003875969,-0.143749997,0.244131461,0.004489
5/30/75,0.097222224,0.018372703,0.072062254,0.226277366,0.04528302,0.004869
6/30/75,0.055634808,0.011597938,-0.02189781,0.162142858,0.018050542,0.004133
7/31/75,-0.059459459,-0.082802549,-0.190298513,0.005128205,-0.120567374,0.004811
8/29/75,0.011494253,-0.055865921,0,-0.040816326,0.112903222,0.004815
9/30/75,0.008645534,-0.01775148,-0.075944699,0.043829788,0.083333336,0.005575
10/31/75,0.018571429,0.075301208,0.160804018,0.153061226,-0.026755853,0.005185
11/28/75,-0.021037867,0.047887325,-0.030649351,0.061946902,0.020618556,0.004127
12/31/75,0.031976745,-0.043010753,-0.004504505,-0.123666666,-0.013468013,0.004983
1/30/76,0.025352113,0.039325844,0.07692308,0.03809524,0.170648471,0.004402
2/27/76,-0.028846154,-0.077445649,-0.096638657,0.110091746,0.093294464,0.003452
3/31/76,0.077474892,0.066273935,0.119441859,0.083966941,0.170666665,0.004344
4/30/76,0.003994674,-0.013259669,-0.087866105,-0.122137405,-0.033029612,0.00444
5/28/76,0.085145891,-0.004225352,0.02293578,-0.043478262,-0.014134276,0.004124
6/30/76,0.03717472,0.073550209,0.056860987,0.001454545,-0.021505376,0.004446
7/30/76,0.015531661,0.017654808,-0.021367522,-0.127272725,-0.036630038,0.00439
8/31/76,0.008470588,-0.009114583,-0.005414847,0.229166672,-0.068441063,0.004745
9/30/76,0.04964539,0.015768725,0.07079646,0.052203391,-0.008163265,0.003924
10/29/76,-0.054054055,-0.011125485,-0.016528925,-0.080645159,-0.098765433,0.004092
11/30/76,-0.012857143,-0.014473684,-0.110252097,0.078947365,0.036529679,0.00444
12/31/76,0.048899755,0,0.119047619,0.009756098,0.052863438,0.003579
1/31/77,-0.002331002,-0.073164217,-0.080851063,-0.104838707,-0.100418411,0.003594
2/28/77,-0.03504673,-0.043541364,0.023148147,-0.018018018,0.009302326,0.003499
3/31/77,-0.002457002,-0.040971167,0.026787328,0.020183487,-0.129032254,0.003769
4/29/77,0.017241379,-0.010759494,-0.079999998,-0.135135129,-0.105820104,0.004114
5/31/77,0.004842615,-0.043548387,-0.019710148,0.104166664,0.023668639,0.003855
6/30/77,0.046454769,0.080944352,0.034825869,0.097735852,0.150289014,0.003716
7/29/77,-0.03504673,0.003432137,0.004807692,0.00862069,0,0.003873
8/31/77,-0.046004843,0.081504703,0.014354067,0.05982906,-0.050251257,0.004993
9/30/77,-0.005154639,-0.013043478,0.018490566,0.099677421,0.042328041,0.00433
10/31/77,-0.023316063,-0.018795889,-0.07009346,-0.007352941,-0.111675128,0.004943
11/30/77,0.00265252,0.030165913,0.116381913,0.098962963,0.057142857,0.004959
12/30/77,0.034946237,0.005856515,-0.004545454,0.094594598,-0.010810811,0.0047
1/31/78,-0.049350649,-0.073944688,-0.00913242,-0.061728396,-0.010928961,0.005374
2/28/78,-0.020765027,-0.026941363,-0.036129031,0.019736841,-0.121546961,0.004941
3/31/78,0.014204546,-0.034201954,0.067632847,-0.029419355,0.062893085,0.005017
4/28/78,0.056022409,0.150084317,0.085972853,0.239999995,0.236686394,0.005712
5/31/78,0.009018568,0.013313609,0.097500004,0.032258064,0.066985644,0.005317
6/30/78,-0.061497327,0.004379562,0.026819924,-0.02375,0.071748883,0.005369
7/31/78,0.05982906,0.059593022,0.063432835,0.04812834,0.124476984,0.005591
8/31/78,0.080107525,-0.035961274,-0.002105263,0.112244897,0.046511628,0.00555
9/29/78,0.050632913,-0.00143472,0.003546099,0.020366972,-0.026666667,0.005964
10/31/78,-0.074698798,-0.043103449,-0.091872789,-0.180180177,-0.1369863,0.007498
11/30/78,0.041145835,0.039393939,0.017120622,0.010989011,0.052910052,0.007041
12/29/78,0,0.036443148,0.019305019,-0.008478261,0.010050251,0.007372
1/31/79,0.040712468,-0.040787622,-0.045454547,-0.005494506,0.089552239,0.007882
2/28/79,-0.019070905,-0.03846154,-0.043650795,0.022099448,0.045662101,0.007324
3/30/79,0.071065992,-0.003076923,0.064896263,0.051891893,0.131004363,0.008928
4/30/79,0.007109005,-0.001851852,-0.05511811,0.046391752,0.025096525,0.008489
5/31/79,-0.046588235,0.0078125,0.002666667,0.004926108,0.050847456,0.008161
6/29/79,0.082914576,-0.046511628,0.029411765,-0.006862746,0.112903222,0.007858
7/31/79,0.016241299,-0.024715446,0.01632653,0.029702971,-0.028985508,0.00841
8/31/79,0.043378994,0.080944352,0.139116466,0.320192307,0.139303476,0.007506
9/28/79,0.051224943,-0.035881434,-0.017793594,-0.069343068,0.091703057,0.007732
10/31/79,-0.025423728,-0.027831715,0,-0.074509807,-0.004,0.009621
11/30/79,0.027826069,-0.003367003,0.168985501,0.186440676,0.108433738,0.009878
12/31/79,-0.049568966,0.003378378,-0.018750001,-0.005,-0.014492754,0.010209
1/31/80,0.104308389,-0.017171716,-0.044585988,0.025179856,0.007352941,0.007968
2/29/80,0.093634501,-0.012131716,-0.016666668,-0.101754382,0.05109489,0.010654
3/31/80,-0.114722751,-0.049122807,0.033491526,-0.106250003,-0.135416672,0.012009
4/30/80,0.049676027,0.067896679,0.023178808,0.140350878,-0.008032128,0.012865
5/30/80,0.074897103,0.089160837,0.074045308,0.053846154,0.109311745,0.007883
6/30/80,0.03515625,-0.052969504,0.003039514,0.123357661,-0.032846715,0.006312
7/31/80,0.050943397,0.104406781,0.039393939,0.143322483,0.283018857,0.005281
8/29/80,0.025493717,-0.024844721,-0.040816326,0.101994298,0.030882353,0.005973
9/30/80,-0.003571429,-0.089171976,0.121215805,0.03626943,0.018544937,0.008698
10/31/80,0.091397852,-0.040909093,-0.032786883,0.01,-0.056022409,0.008912
11/28/80,0.17405583,0.040665433,0.126779661,0.113861389,0.109792285,0.008895
12/31/80,-0.082503557,-0.021314388,0.080808081,0.077333331,-0.133689836,0.014149
1/30/81,-0.035658915,-0.013430127,-0.056074765,-0.008264462,-0.077160493,0.009957
2/27/81,-0.05466238,0.065298505,-0.001980198,0.054166667,-0.060200669,0.010685
3/31/81,-0.046875,-0.012259195,0.085000001,0.156205535,0.035587188,0.013157
4/30/81,-0.001821494,0.031205673,0.004608295,0.05821918,0.041237112,0.010756
5/29/81,-0.032846715,-0.017421603,-0.029357798,0.003236246,0.085808583,0.010646
6/30/81,0.057915058,0.074468084,-0.085714288,-0.017677419,-0.121580549,0.015158
7/31/81,0.02189781,-0.028712871,-0.020833334,-0.02631579,-0.062283736,0.011915
8/31/81,-0.050000001,-0.04475043,-0.02606383,-0.035405405,-0.16974169,0.012804
9/30/81,-0.042307694,0.063063063,-0.044077136,0.059649121,-0.13333334,0.012794
10/30/81,-0.024096385,0.075254224,0.048991356,0.052980132,0.174358979,0.011685
11/30/81,0.102880657,0.025559105,0.148901105,0.103773586,-0.122270741,0.01103
12/31/81,-0.045801528,0.001557632,0.026506023,-0.02985755,-0.099502489,0.008738
1/29/82,-0.02,0.073716938,0.050892018,-0.002941177,0.154696137,0.007306
2/26/82,-0.036734693,-0.023460411,0.002252252,-0.020648967,-0.019138755,0.009176
3/31/82,-0.021739131,-0.006006006,-0.076404497,0.104578309,0.126829267,0.011077
4/30/82,0.004444445,0.047432013,0.087591238,0.136612028,0.095238097,0.01129
5/28/82,0.017699115,-0.020437956,-0.034272932,-0.060096152,-0.035573121,0.009592
6/30/82,-0.008928572,-0.010432191,0.03271028,0.083682865,0.028688524,0.01071
7/30/82,-0.063063063,0.038252998,0.017375566,0.030732861,0.031872511,0.01021
8/31/82,0.125,0.117474303,0.125560537,0.15302752,0.138996139,0.008342
9/30/82,-0.01754386,0.03022339,0.107569724,0.131474108,-0.108474575,0.005118
10/29/82,0.058035713,0.093622439,0.025179856,0.105633803,0.129277572,0.005475
11/30/82,-0.029535865,0.120141342,0.034526315,0.207006365,0.030303031,0.007201
12/31/82,0.0625,-0.005257624,-0.059726961,0.053720318,0.013071896,0.006289
1/31/83,0.012605042,-0.038477801,0.002976406,-0.05764411,0.109677419,0.006864
2/28/83,-0.004149378,0.015555556,0.02189781,0.047872342,0.08139535,0.006186
3/31/83,0.055555556,0.063457333,0.08214286,0.176548228,0.03763441,0.006326
4/29/83,0.145748988,-0.000411522,0.085808583,0.064794816,0.025906736,0.006918
5/31/83,-0.024734983,-0.103950106,-0.058297873,0.166328594,0.156565651,0.007584
6/30/83,0,0.023201857,0.139837399,0.089669563,0.301310033,0.006661
7/29/83,0.062962964,-0.050340135,-0.108930103,0.047923323,0.080536909,0.006917
8/31/83,0.081533104,0.033816423,-0.012903226,-0.038780488,0.018633541,0.008342
9/30/83,-0.039473683,0.039719626,0.039215688,0.03809524,0.006097561,0.007607
10/31/83,0.047945205,0.008539326,-0.028301887,-0.039755352,-0.084848486,0.007433
11/30/83,0.007843138,0.067567565,-0.034563106,0.073248409,0.105960265,0.007199
12/30/83,-0.009933775,-0.040084388,-0.033783782,-0.073353119,0.005988024,0.007039
1/31/84,0.063545153,-0.101538464,-0.001258741,-0.089743592,-0.125,0.008083
2/29/84,-0.011320754,-0.066831686,0.056537103,-0.095070422,0.013605442,0.007328
3/30/84,0.003246753,0.023872679,-0.090301007,0.036653697,-0.033557046,0.00728
4/30/84,0.103559874,-0.005699481,-0.011029412,0.067669176,-0.027777778,0.00813
5/31/84,-0.044574779,0.039577838,-0.042230483,0.045774646,-0.117857143,0.007898
6/29/84,0.021943573,0.063451774,0.027450981,0.112525254,-0.020242915,0.007534
7/31/84,-0.058282208,0.017183771,-0.00519084,-0.012121212,0.008264462,0.008755
8/31/84,0.142671004,0.064133018,0.112403102,0.084110431,0.180327863,0.007963
9/28/84,0.040697675,-0.002232143,-0.020905923,-0.028328612,-0.138888896,0.008293
10/31/84,-0.022346368,0.04966443,0.081850536,-0.017492712,-0.104838707,0.009766
11/30/84,0.008,-0.004310345,0.035,-0.053412464,0.027027028,0.007334
12/31/84,0.040462427,-0.012987013,0.083333336,-0.048840124,-0.01754386,0.006923
1/31/85,0.06666667,-0.001754386,-0.056331363,0.201320127,0.098214284,0.006474
2/28/85,0.007291667,0.011111111,0.018987341,0,-0.089430891,0.006033
3/29/85,0.057894737,-0.024175825,0.065217391,-0.017692307,-0.008928572,0.00616
4/30/85,0.024875622,-0.049099099,0.037900876,0.050420169,-0.009009009,0.007565
5/31/85,0.065048546,0.033573143,0.131910115,0.11733333,-0.040909089,0.006062
6/28/85,-0.002314815,0.044083528,-0.01,0.044295944,-0.014218009,0.005546
7/31/85,-0.025522042,0.029333333,-0.01777778,-0.093821511,0.086538464,0.006196
8/30/85,0.020952381,0.004366812,-0.002590674,0.046868686,-0.079646021,0.005792
9/30/85,-0.016587678,-0.019565217,-0.015584416,-0.077294685,-0.009615385,0.006049
10/31/85,0.060240965,0.135698453,-0.034300793,0.109947644,-0.009708738,0.006021
11/29/85,-0.013181819,0.059171598,0.174754098,0.117924526,0.117647059,0.006156
12/31/85,0.032786883,0.039106146,-0.051522247,0.077130802,0.02631579,0.006139
1/31/86,-0.06122449,-0.04623656,-0.036345679,0.007843138,-0.034188036,0.004865
2/28/86,0.02705314,0.047438331,0.144702837,0.058365759,-0.017699115,0.005296
3/31/86,0.066985644,0.067028984,0.08577878,0.159338236,-0.063063063,0.005963
4/30/86,0.015695067,0.007470289,-0.014553014,0.028571429,0.096153848,0.005341
5/30/86,0.073289186,0.05952381,0.068101265,0.182098761,-0.043859649,0.004934
6/30/86,0.016701462,0.028892456,0.137176946,0.084438644,-0.155963302,0.005246
7/31/86,-0.002053388,-0.025897035,-0.060699299,-0.103614457,-0.206521735,0.005011
8/29/86,0.148559675,0.033925686,0.018726591,0.011666667,0.260273963,0.004614
9/30/86,-0.023593467,-0.153125003,-0.14705883,-0.106382981,-0.152173907,0.004783
10/31/86,0.011152416,0.116974168,0.030172413,0.068452381,0.03846154,0.004209
11/28/86,0.031617645,0.036666665,0.027782427,0.061281338,0.135802463,0.003924
12/31/86,0.012635379,-0.017684888,0,-0.022729659,-0.086956523,0.004767
1/30/87,0.180035651,0.161047459,0.118032783,0.043010753,0.488095224,0.004151
2/27/87,-0.041993957,-0.014204546,0.07564576,0.128865972,0.216000006,0.004309
3/31/87,0.094098881,0.06051873,-0.006861064,0.0513242,0.032894738,0.005012
4/30/87,0.010204081,-0.071467392,-0.025906736,-0.015217391,0.197452232,0.004285
5/29/87,0.014718615,0.079646021,-0.069858156,0.033112582,-0.066489361,0.00376
6/30/87,0.071839079,0.071038254,0.105566218,0.157008544,0.002849003,0.005031
7/31/87,0.009383378,-0.042857144,0.032291666,0.101663589,0.085227273,0.004058
8/31/87,0.069057107,0.104697987,-0.042301185,0.088053688,0.104712039,0.004744
9/30/87,-0.023839397,-0.018226003,-0.021201413,-0.064814813,0.094786733,0.00482
10/30/87,-0.12339332,-0.119554453,-0.240072206,-0.270627052,-0.324675322,0.00604
11/30/87,-0.126099706,-0.077903681,-0.114964373,-0.131221727,-0.173076928,0.003366
12/31/87,0.037414964,0.049155146,0.010840109,0.084583335,0.232558146,0.002988
1/29/88,0.101639345,0.002342606,0.171581775,0.052884616,-0.03773585,0.002762
2/29/88,0.026785715,-0.00736377,0.004576659,0.073059358,0.107843138,0.004564
3/31/88,-0.014662757,-0.075667657,0.013793103,-0.041191489,0.039823011,0.004402
4/29/88,0.068452381,-0.000642055,-0.002267574,-0.013333334,0.055319149,0.004577
5/31/88,0.015041783,-0.009724474,-0.043181818,0.018018018,-0.008064516,0.005051
6/30/88,0.008333334,0.014729951,-0.009592326,0.085486725,0.174796745,0.004832
7/29/88,0.044077136,-0.021612903,0.004842615,0.073469386,-0.038062282,0.00506
8/31/88,-0.006860158,-0.006655574,-0.01216545,-0.086235739,-0.194244608,0.005957
9/30/88,-0.03763441,0.072026804,0.071428575,0.075000003,-0.017857144,0.006145
10/31/88,0,0.041562501,0.050574712,-0.027131783,-0.100000001,0.006074
11/30/88,-0.021229049,-0.009077156,0.002188184,-0.035856575,-0.181818187,0.005742
12/30/88,0.01734104,0.06259542,0.022026431,0.038512398,0.172839507,0.006306
1/31/89,0.053977273,0.068103448,0.003017242,0.075697213,0.094736844,0.005766
2/28/89,-0.042048518,-0.037991859,-0.043383949,-0.055555556,-0.009615385,0.00611
3/31/89,0,0.043723553,0.043083899,0.021333333,0.019417476,0.006213
4/28/89,-0.017094018,0.042432431,0.076086953,0.107692309,0.104761906,0.00681
5/31/89,0.012753624,0.074509807,-0.005252525,0.052083332,0.120689653,0.008006
6/30/89,0.020289855,0.054744527,-0.059426229,0.008052805,-0.107692309,0.007147
7/31/89,0.039772727,0.108881198,0.142483667,0.134426236,0.05172414,0.00704
8/31/89,-0.030601092,0.07643979,0.065384619,-0.02184971,-0.016393442,0.006684
9/29/89,0.022857143,-0.066147856,-0.009025271,-0.029585799,0.075000003,0.006387
10/31/89,0.027932961,0.083541669,-0.014571949,0.012195121,0.046511628,0.00682
11/30/89,0.040217392,0.002904163,0.104251385,0.051204819,0.029629629,0.00634
12/29/89,0.05820106,0.084942088,-0.062394604,0.02991404,-0.007194245,0.005941
1/31/90,-0.059999999,-0.082562275,-0.01438849,-0.050139274,0.144927531,0.005852
2/28/90,0.012765958,-0.001953125,-0.129927009,0.032258064,0.018987341,0.005818
3/30/90,-0.018617021,0.060665362,0.027542373,0.075454548,0.037267081,0.00638
4/30/90,-0.01897019,0.049077492,-0.063917525,0.050264549,-0.053892214,0.006829
5/31/90,0.074033149,0.169911504,0.171365634,0.136020154,0.221518993,0.006404
6/29/90,-0.002604167,0.054462936,-0.026565464,0.107671842,-0.025906736,0.005898
7/31/90,0.083550915,0.000860832,0.181286544,0.006012024,-0.05319149,0.006704
8/31/90,-0.024578312,-0.112391934,-0.054785479,-0.090517931,-0.25,0.006154
9/28/90,-0.02,-0.053571429,-0.00528169,-0.043859649,-0.003745318,0.005984
10/31/90,0,0.085763291,0.030088495,-0.018348623,0.007518797,0.006559
11/30/90,0.046836734,0.054054055,0.118213058,0.126168221,0.119402982,0.005651
12/31/90,0.022222223,0.04524887,0,0.005311203,0.026666667,0.005989
1/31/91,-0.002415459,-0.079365082,0.113003097,0.090909094,0.188311681,0.004637
2/28/91,0.080774821,0.025236594,0.17563282,0.071969695,0.043715846,0.004767
3/28/91,0.06122449,0.047692306,0.01904762,0.096607774,-0.020942409,0.004391
4/30/91,0.017094018,-0.008810572,0.018691588,0.045161292,0.053475935,0.005335
5/31/91,-0.009747899,0.01490313,0.086330272,0.058641974,0.131979689,0.004461
6/28/91,-0.002145923,-0.091042586,-0.057324842,-0.001924198,-0.165919289,0.004171
7/31/91,0.021505376,0.050080776,0.114864863,0.114035085,0.010752688,0.00484
8/30/91,-0.007663158,0.034055728,0.063919194,0.063884512,0.05319149,0.00461
9/30/91,0.021459227,0.016467066,-0.005725191,-0.056790125,-0.146464646,0.004558
10/31/91,0.025210084,-0.008836525,0.09980806,-0.031413611,-0.03846154,0.004246
11/29/91,-0.02795082,-0.031390134,-0.068691097,0.056756757,0.009230769,0.003915
12/31/91,0.038379531,0.158950612,0.265536726,0.20547314,0.195121944,0.003792
1/31/92,-0.043121152,0.110519305,-0.130952388,-0.084925689,0.221938774,0.003059
2/28/92,-0.007811158,-0.020481927,0.025616439,0.002320186,0.060542796,0.002828
3/31/92,-0.041575491,0.006150062,-0.067114092,-0.012916666,-0.129921257,0.003376
4/30/92,0.09589041,0.015158924,0.028776979,-0.018779343,-0.03167421,0.003303
5/29/92,0.022416668,-0.004842615,0.048881117,0.014354067,-0.065420561,0.002758
6/30/92,0.020618556,-0.104622871,-0.021775544,0.015141509,0.140000001,0.003201
7/31/92,0.026262626,0.106521741,0.073630139,0.039534885,0.048245613,0.002892
8/31/92,0.023149606,-0.074074075,-0.009633174,0.022371365,-0.029288704,0.002605
9/30/92,-0.005836576,0.053333335,-0.032362461,0.035929978,0.133620694,0.002573
10/30/92,-0.04109589,0.076455697,0.011705685,0.029598309,0.028136883,0.002286
11/30/92,-0.016816325,0.026004728,0.037950411,0.057494868,0.059259258,0.002346
12/31/92,0.027310925,-0.011520738,-0.071999997,-0.005009709,0.216783211,0.00227
1/29/93,0,-0.067132868,-0.089655176,0.017578125,0.228160918,0.002335
2/26/93,0.052678935,0.045226131,-0.109166667,-0.001919386,0.091334894,0.002209
3/31/93,0.03929273,-0.040865384,0.066381156,-0.022076923,-0.012875536,0.002538
4/30/93,-0.001890359,-0.009523809,0.096385539,-0.157480314,-0.171956524,0.002372
5/28/93,0.003333334,0,0.057435896,0.042056076,0.165571615,0.002168
6/30/93,0.009541985,0.058524173,-0.066202089,-0.057130046,-0.00789177,0.002756
7/30/93,-0.007561437,-0.056538463,-0.111940302,-0.033333335,-0.049090911,0.002402
8/31/93,0.007161905,-0.007692308,0.065882355,0.016059114,0.229665071,0.00253
9/30/93,0.001912046,-0.018087855,-0.055555556,-0.043689322,0.101167314,0.002356
10/29/93,-0.001908397,0.148631573,0.046218488,0.071065992,-0.105300352,0.00221
11/30/93,-0.029139578,0.046082951,0.075020082,0.086540282,-0.027667984,0.002477
12/31/93,0.005976096,0.004405286,0.037593983,-0.126637548,0.008130081,0.002263
1/31/94,0.053465348,0.049298245,-0.063405797,0.059999999,0.053225808,0.002503
2/28/94,-0.013609022,-0.033613447,-0.095241778,0.070754714,0.053639848,0.00212
3/31/94,-0.030828517,-0.069565214,-0.068965517,-0.086607933,-0.018181818,0.002469
4/29/94,0,0.068878502,0.09259259,-0.024154589,-0.095555559,0.002711
5/31/94,-0.016381709,-0.008791209,0.088474579,-0.069306932,0.024590164,0.00315
6/30/94,-0.071574643,-0.053215079,-0.009803922,0.033723403,-0.064000003,0.003118
7/29/94,0.048458152,0.051053863,-0.017821781,0.030927835,0.013931624,0.002751
8/31/94,0.012100841,0.091928251,0.108387098,-0.0133,0.109704643,0.003687
9/30/94,-0.033613447,-0.02053388,0.012820513,-0.05076142,-0.064638786,0.003659
10/31/94,0.093478262,0.060377359,0.072332732,0.005347594,0.011138211,0.00384
11/30/94,-0.027833002,-0.005964215,0.050185498,-0.008829787,0.016096579,0.003691
12/30/94,0.00621118,-0.008,-0.001615509,-0.086021505,0.011881188,0.00443
1/31/95,0.028806584,0.056048386,0.058252428,0.076470591,0.087045006,0.004156
2/28/95,0.034000002,0.021113243,0.021651376,0.038251366,0.149549544,0.003983
3/31/95,0.043052837,-0.003759399,0.033132531,0.081052631,0.064263321,0.004134
4/28/95,0.043151971,0.059999999,0.010204081,-0.073170729,0.20689249,0.00445
5/31/95,0.037769783,0.02862254,0.023318904,0.047368422,0.096459098,0.005355
6/30/95,-0.010507881,0,0.045390069,0.077386938,0.128062367,0.004714
7/31/95,0.026548672,-0.036173914,0.099050201,-0.004672897,0.027285291,0.004522
8/31/95,-0.04137931,0.007259528,-0.019555556,-0.077934273,-0.055769231,0.004637
9/29/95,0.050909091,0.109909907,0.081012659,0.010204081,-0.018329939,0.004309
10/31/95,0.057093427,0.057142857,0.074941449,-0.12626262,0.160414934,0.004714
11/30/95,0.022913257,0.067901231,0.015424836,0.112138726,-0.128801435,0.004108
12/29/95,0.048465267,-0.040462427,0.086206898,-0.072916664,-0.067761809,0.004882
1/31/96,-0.010785825,0.01686747,0.08730159,-0.084269665,-0.026002202,0.004278
2/29/96,0,-0.023809524,-0.033941604,0.042944785,0.064780764,0.003908
3/29/96,0.025157232,0.033536587,0.020872865,0.084823526,-0.032943677,0.003943
4/30/96,0.042944785,0.001769912,0.024163568,0.038043477,0.191912085,0.004579
5/31/96,0.006352942,0.039940827,0.031578947,0.083769634,0.114391141,0.003982
6/28/96,0.025073746,0.031294454,0.008833922,-0.017294686,-0.027317882,0.004
7/31/96,-0.053237408,-0.010206897,-0.01681261,-0.054187194,0.023659574,0.004497
8/30/96,0.000486322,-0.004201681,0.016100179,0.101145834,0.062396005,0.004122
9/30/96,0.021472393,0.097046413,0.114436619,0,0.195771337,0.004375
10/31/96,0.064564563,0.02,0.045813587,0.004739337,0.151800916,0.004246
